onset	duration	trial_type	route_number	destination	test_type	test_picture	test_response	test_RT	test_correct
9	24	study_trial	2	restaurant	n/a	0	n/a	0	0
39	0	catch_trial	4	call box	destination	39	car	2.7135	0
57	24	study_trial	4	call box	n/a	0	n/a	0	0
87	24	study_trial	2	restaurant	n/a	0	n/a	0	0
117	0	catch_trial	4	call box	destination	39	car	1.0788	0
135	24	study_trial	1	nail salon	n/a	0	n/a	0	0
165	24	study_trial	3	car	n/a	0	n/a	0	0
195	24	study_trial	4	call box	n/a	0	n/a	0	0
225	24	study_trial	1	nail salon	n/a	0	n/a	0	0
255	24	study_trial	3	car	n/a	0	n/a	0	0
