onset	duration	trial_type	route_number	destination	test_type	test_picture	test_response	test_RT	test_correct
9	0	catch_trial	1	nail salon	direction	52	right	0	0
30	24	study_trial	3	car	n/a	0	n/a	0	0
60	24	study_trial	1	nail salon	n/a	0	n/a	0	0
90	24	study_trial	3	car	n/a	0	n/a	0	0
120	0	catch_trial	4	call box	destination	26	car	2.1115	0
135	24	study_trial	4	call box	n/a	0	n/a	0	0
165	24	study_trial	1	nail salon	n/a	0	n/a	0	0
195	24	study_trial	4	call box	n/a	0	n/a	0	0
225	24	study_trial	2	restaurant	n/a	0	n/a	0	0
255	24	study_trial	2	restaurant	n/a	0	n/a	0	0
