onset	duration	trial_type	route_number	destination	test_type	test_picture	test_response	test_RT	test_correct
9	24	study_trial	4	call box	n/a	0	n/a	0	0
39	24	study_trial	2	restaurant	n/a	0	n/a	0	0
69	0	catch_trial	1	nail salon	destination	20	call box	2.7453	0
82.5	24	study_trial	1	nail salon	n/a	0	n/a	0	0
112.5	24	study_trial	3	car	n/a	0	n/a	0	0
142.5	24	study_trial	3	car	n/a	0	n/a	0	0
172.5	24	study_trial	2	restaurant	n/a	0	n/a	0	0
202.5	24	study_trial	1	nail salon	n/a	0	n/a	0	0
232.5	0	catch_trial	1	nail salon	destination	59	nail salon	1.7921	1
255	24	study_trial	4	call box	n/a	0	n/a	0	0
