onset	duration	trial_type	route_number	destination	test_type	test_picture	test_response	test_RT	test_correct
9	0	catch_trial	3	car	destination	13	call box	1.3387	0
21	0	catch_trial	4	call box	destination	65	car	2.9038	0
45	24	study_trial	4	call box	n/a	0	n/a	0	0
75	24	study_trial	3	car	n/a	0	n/a	0	0
105	24	study_trial	3	car	n/a	0	n/a	0	0
135	24	study_trial	1	nail salon	n/a	0	n/a	0	0
165	24	study_trial	1	nail salon	n/a	0	n/a	0	0
195	24	study_trial	4	call box	n/a	0	n/a	0	0
225	24	study_trial	2	restaurant	n/a	0	n/a	0	0
255	24	study_trial	2	restaurant	n/a	0	n/a	0	0
