onset	duration	trial_type	route_number	destination	test_type	test_picture	test_response	test_RT	test_correct
9	24	study_trial	4	call box	n/a	0	n/a	0	0
39	24	study_trial	2	restaurant	n/a	0	n/a	0	0
69	24	study_trial	4	call box	n/a	0	n/a	0	0
99	24	study_trial	1	nail salon	n/a	0	n/a	0	0
129	0	catch_trial	3	car	direction	59	left	0.9091	1
151.5	24	study_trial	1	nail salon	n/a	0	n/a	0	0
181.5	24	study_trial	3	car	n/a	0	n/a	0	0
211.5	24	study_trial	3	car	n/a	0	n/a	0	0
241.5	0	catch_trial	2	restaurant	direction	20	right	1.9364	1
255	24	study_trial	2	restaurant	n/a	0	n/a	0	0
